Type,Alpha,Mean Loyalty,Kappa Loyalty,Complexity
BU,0.56,0.8428571428571429,0.5252774352651048,0.050827067669172936
VC,0.56,0.9142857142857143,0.6982758620689655,0.09022556390977443
OS,0.5700000000000001,1.0,1.0,0.6224060150375942
RDP,0.5700000000000001,0.5428571428571428,-0.15226337448559657,0.010676691729323312
BU,0.5700000000000001,0.8428571428571429,0.5252774352651048,0.05052631578947369
VC,0.5700000000000001,0.9142857142857143,0.6982758620689655,0.08977443609022556
OS,0.58,1.0,1.0,0.6386466165413535
RDP,0.58,0.5428571428571428,-0.15226337448559657,0.010676691729323312
BU,0.58,0.8428571428571429,0.5252774352651048,0.05052631578947369
VC,0.58,0.9,0.6359583952451708,0.08887218045112782
OS,0.59,1.0,1.0,0.6524812030075188
RDP,0.59,0.5428571428571428,-0.15226337448559657,0.010676691729323312
BU,0.59,0.8428571428571429,0.5252774352651048,0.0499248120300752
VC,0.59,0.9,0.6359583952451708,0.08812030075187971
OS,0.6,1.0,1.0,0.6636090225563909
RDP,0.6,0.5428571428571428,-0.15226337448559657,0.010676691729323312
BU,0.6,0.8428571428571429,0.5252774352651048,0.0499248120300752
VC,0.6,0.9,0.6359583952451708,0.08766917293233083
OS,0.61,1.0,1.0,0.6780451127819548
RDP,0.61,0.5428571428571428,-0.15226337448559657,0.010676691729323312
BU,0.61,0.8428571428571429,0.5252774352651048,0.04962406015037595
VC,0.61,0.9,0.6359583952451708,0.08676691729323308
OS,0.62,1.0,1.0,0.6873684210526315
RDP,0.62,0.5428571428571428,-0.15226337448559657,0.010676691729323312
BU,0.62,0.8428571428571429,0.5252774352651048,0.04962406015037595
VC,0.62,0.8857142857142857,0.5977011494252873,0.08586466165413534
OS,0.63,1.0,1.0,0.6968421052631579
RDP,0.63,0.5428571428571428,-0.15226337448559657,0.010676691729323312
BU,0.63,0.8428571428571429,0.5252774352651048,0.049323308270676706
VC,0.63,0.8857142857142857,0.5977011494252873,0.08421052631578949
OS,0.64,1.0,1.0,0.7106766917293234
RDP,0.64,0.5428571428571428,-0.15226337448559657,0.010676691729323312
BU,0.64,0.8428571428571429,0.5252774352651048,0.049323308270676706
VC,0.64,0.8857142857142857,0.5977011494252873,0.08345864661654136
OS,0.65,1.0,1.0,0.7222556390977444
RDP,0.65,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.65,0.8428571428571429,0.5252774352651048,0.049323308270676706
VC,0.65,0.8857142857142857,0.5977011494252873,0.08240601503759397
OS,0.66,1.0,1.0,0.7321804511278195
RDP,0.66,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.66,0.8428571428571429,0.5252774352651048,0.049323308270676706
VC,0.66,0.8857142857142857,0.5977011494252873,0.08210526315789474
OS,0.67,1.0,1.0,0.7451127819548872
RDP,0.67,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.67,0.8428571428571429,0.5252774352651048,0.049022556390977454
VC,0.67,0.8857142857142857,0.5977011494252873,0.08135338345864662
OS,0.68,1.0,1.0,0.7565413533834585
RDP,0.68,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.68,0.8428571428571429,0.5252774352651048,0.04872180451127821
VC,0.68,0.8857142857142857,0.5977011494252873,0.08075187969924813
OS,0.6900000000000001,1.0,1.0,0.7666165413533834
RDP,0.6900000000000001,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.6900000000000001,0.8428571428571429,0.5252774352651048,0.048421052631578955
VC,0.6900000000000001,0.8857142857142857,0.5977011494252873,0.08030075187969925
OS,0.7000000000000001,1.0,1.0,0.7750375939849624
RDP,0.7000000000000001,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.7000000000000001,0.8428571428571429,0.5252774352651048,0.04812030075187971
VC,0.7000000000000001,0.8857142857142857,0.5977011494252873,0.0793984962406015
OS,0.71,1.0,1.0,0.7837593984962408
RDP,0.71,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.71,0.8428571428571429,0.5252774352651048,0.04812030075187971
VC,0.71,0.8857142857142857,0.5977011494252873,0.078796992481203
OS,0.72,1.0,1.0,0.7914285714285714
RDP,0.72,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.72,0.8428571428571429,0.5252774352651048,0.04812030075187971
VC,0.72,0.8857142857142857,0.5977011494252873,0.07804511278195489
OS,0.73,1.0,1.0,0.8006015037593985
RDP,0.73,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.73,0.8428571428571429,0.5252774352651048,0.04781954887218046
VC,0.73,0.8857142857142857,0.5977011494252873,0.07759398496240602
OS,0.74,1.0,1.0,0.8118796992481202
RDP,0.74,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.74,0.8285714285714286,0.49640287769784175,0.04751879699248121
VC,0.74,0.8857142857142857,0.5977011494252873,0.07669172932330827
OS,0.75,1.0,1.0,0.8198496240601503
RDP,0.75,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.75,0.8285714285714286,0.49640287769784175,0.04751879699248121
VC,0.75,0.8857142857142857,0.5977011494252873,0.07593984962406015
OS,0.76,1.0,1.0,0.8296240601503758
RDP,0.76,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.76,0.8142857142857143,0.469078179696616,0.047218045112781964
VC,0.76,0.8857142857142857,0.5977011494252873,0.0756390977443609
OS,0.77,1.0,1.0,0.836390977443609
RDP,0.77,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.77,0.8142857142857143,0.469078179696616,0.04691729323308271
VC,0.77,0.8857142857142857,0.5977011494252873,0.07428571428571427
OS,0.78,1.0,1.0,0.8452631578947368
RDP,0.78,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.78,0.8,0.44318181818181823,0.04601503759398497
VC,0.78,0.8857142857142857,0.5977011494252873,0.07368421052631578
OS,0.79,1.0,1.0,0.8542857142857142
RDP,0.79,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.79,0.8,0.44318181818181823,0.04571428571428572
VC,0.79,0.8857142857142857,0.5977011494252873,0.07353383458646615
OS,0.8,1.0,1.0,0.8624060150375941
RDP,0.8,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.8,0.7857142857142857,0.41860465116279066,0.044812030075187984
VC,0.8,0.8857142857142857,0.5977011494252873,0.07278195488721803
OS,0.81,1.0,1.0,0.8702255639097743
RDP,0.81,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.81,0.7857142857142857,0.41860465116279066,0.044812030075187984
VC,0.81,0.8857142857142857,0.5977011494252873,0.07263157894736841
OS,0.8200000000000001,1.0,1.0,0.877593984962406
RDP,0.8200000000000001,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.8200000000000001,0.7714285714285715,0.3952483801295896,0.044210526315789485
VC,0.8200000000000001,0.8857142857142857,0.5977011494252873,0.0718796992481203
OS,0.8300000000000001,1.0,1.0,0.8878195488721803
RDP,0.8300000000000001,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.8300000000000001,0.7714285714285715,0.3952483801295896,0.04390977443609023
VC,0.8300000000000001,0.8857142857142857,0.5977011494252873,0.0706766917293233
OS,0.84,1.0,1.0,0.8945864661654135
RDP,0.84,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.84,0.7714285714285715,0.3952483801295896,0.04270676691729324
VC,0.84,0.8857142857142857,0.5977011494252873,0.06977443609022556
OS,0.85,1.0,1.0,0.9003007518796992
RDP,0.85,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.85,0.7428571428571429,0.35185185185185186,0.04180451127819549
VC,0.85,0.8857142857142857,0.5977011494252873,0.06962406015037594
OS,0.86,1.0,1.0,0.9067669172932331
RDP,0.86,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.86,0.7428571428571429,0.35185185185185186,0.041203007518797
VC,0.86,0.8857142857142857,0.5977011494252873,0.06932330827067668
OS,0.87,1.0,1.0,0.913233082706767
RDP,0.87,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.87,0.7428571428571429,0.35185185185185186,0.04090225563909776
VC,0.87,0.8857142857142857,0.5977011494252873,0.06932330827067668
OS,0.88,1.0,1.0,0.9218045112781953
RDP,0.88,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.88,0.7285714285714285,0.3316582914572864,0.04000000000000001
VC,0.88,0.8857142857142857,0.5977011494252873,0.06872180451127817
OS,0.89,1.0,1.0,0.9308270676691728
RDP,0.89,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.89,0.7285714285714285,0.3316582914572864,0.03969924812030076
VC,0.89,0.8857142857142857,0.5977011494252873,0.06766917293233082
OS,0.9,1.0,1.0,0.9380451127819549
RDP,0.9,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.9,0.7285714285714285,0.3316582914572864,0.03879699248120302
VC,0.9,0.8857142857142857,0.5977011494252873,0.06751879699248119
OS,0.91,1.0,1.0,0.943609022556391
RDP,0.91,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.91,0.7285714285714285,0.3316582914572864,0.03879699248120302
VC,0.91,0.8857142857142857,0.5977011494252873,0.06736842105263158
OS,0.92,1.0,1.0,0.9523308270676694
RDP,0.92,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.92,0.7285714285714285,0.3316582914572864,0.037894736842105266
VC,0.92,0.8857142857142857,0.5977011494252873,0.06706766917293232
OS,0.93,1.0,1.0,0.9583458646616538
RDP,0.93,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.93,0.7428571428571429,0.35185185185185186,0.036691729323308275
VC,0.93,0.8857142857142857,0.5977011494252873,0.06586466165413533
OS,0.9400000000000001,1.0,1.0,0.9642105263157893
RDP,0.9400000000000001,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.9400000000000001,0.7142857142857143,0.3123772102161101,0.035488721804511285
VC,0.9400000000000001,0.8857142857142857,0.5977011494252873,0.06571428571428573
OS,0.9500000000000001,1.0,1.0,0.9700751879699246
RDP,0.9500000000000001,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.9500000000000001,0.7142857142857143,0.3123772102161101,0.03518796992481204
VC,0.9500000000000001,0.8857142857142857,0.5977011494252873,0.06556390977443609
OS,0.96,1.0,1.0,0.9747368421052631
RDP,0.96,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.96,0.7142857142857143,0.3123772102161101,0.03518796992481204
VC,0.96,0.8857142857142857,0.5977011494252873,0.06541353383458647
OS,0.97,1.0,1.0,0.9828571428571428
RDP,0.97,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.97,0.7,0.2939481268011527,0.033684210526315796
VC,0.97,0.8857142857142857,0.5977011494252873,0.06511278195488722
OS,0.98,1.0,1.0,0.9884210526315788
RDP,0.98,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.98,0.7,0.2939481268011527,0.033684210526315796
VC,0.98,0.8857142857142857,0.5977011494252873,0.06466165413533835
OS,0.99,1.0,1.0,0.9954887218045112
RDP,0.99,0.5285714285714286,-0.21707060063224448,0.01052631578947369
BU,0.99,0.7,0.2939481268011527,0.03338345864661654
VC,0.99,0.8857142857142857,0.5977011494252873,0.0643609022556391
